comment,token
야엘 언니 무심한 듯 청순하고 어색해하는게 너무 예뻐,"['야', '언니', '듯']"
와 윤아라언니까지 오면 진짜흔녀훈녀되다잖아요 내초딩시절 돌려내,"['윤아', '언니', '진짜', '흔녀', '훈녀', '초딩', '시절']"
너무 재밌어여 재밌는데 왜 눈물이 나죠 이 조합으로 영상 많이 올려주세요❤️,"['왜', '눈물', '이', '조합', '영상']"
거울 영업해서 사버렸다 엉엉,"['거울', '영업', '사', '엉엉']"
진짜 완전 좋아요  세분  진짜 얼짱시대 개좋아했눙데,"['진짜', '완전', '세분', '진짜', '얼짱시대', '개', '눙데']"
야엘이 언니 너무 이뿌다세분이 모여서 영상 찾아보게됐어요,"['엘', '언니', '세분', '모', '영상']"
얼짱시대인가 ,['얼짱시대']
근데 왜 아름송이님은 점점 예전얼굴로 돌아가는것같지  처음에 얼굴 바뀌었을땐 되게 많이바꼈네 했는데 이제 점점 자연스럽고 옛날얼굴 보여서 더 좋은듯,"['왜', '아름', '송이', '점점', '얼굴', '처음', '얼굴', '땐', '바', '이제', '점점', '옛날', '얼굴', '보', '더', '듯']"
현아이던 커플같다 둘이 있으면 더 서로의 이미지가 좋아짐,"['현아', '커플', '둘', '더', '서로', '이미지']"
이게 그렇게 화낼 일인같,"['이', '화낼', '일인']"
13:26 외적으로는 아주 부합하다 하니까 남자 좋아죽을라함  난 이런 게 너무 좋아 ,"['외적', '아주', '부합', '남자', '함', '난', '게']"
송이님이 장난은 많아보여도 속은 진짜 어른같아요 생각이 깊구,"['송이', '장난', '속', '진짜', '어른', '생각']"
궁금증 해소 되셨는지요🤭,"['궁금증', '해소']"
송이님이 은근 털털하고 형권님이 깍쟁이같은면이있어서잘맞나봐요넘귀여운커플임,"['송이', '은근', '털털', '형권', '깍쟁이', '커플', '임']"
아 너무 웃기다 첫만남썰,"['웃기', '만남']"
理想の顔、小松菜奈ちゃんなの？！韓国にも日本の女優浸透してるんだなぁ……ビックリ……！！！,[]
형권:아이씌 너 내려한아름송이: 이게 그렇게 화낼일인가 형권:너랑만 걷게,"['형', '아이', '씌', '너', '한아름송이', '이', '화낼', '일인', '형', '너', '만']"
남자분 성격 보통은 아니신듯 이 짧은 영상안에서 혼자 몇번을 욱하는지,"['남자', '성격', '보통', '듯', '이', '영상', '안', '혼자', '몇번', '욱']"
누나라고 안 하구 송이라고 하는 것 봐  대박대박대박,"['누나', '안', '송이', '것', '대박', '대박', '대박']"
진짜 현아 이던 커플같닼왜이렇게 말을 안해 말해,"['진짜', '현아', '커플', '닼왜', '말', '안해', '말']"
와 형권님 모델상 저머리가 잘어울리는 남자가 존재한다니 머리스타일  찰떡이다 얼굴형도 눈도 너무 매력있고 송이언니는 역시나 예쁘구 너무 선남선녀 커플이어요엉엉어엉엉옹,"['형권', '모델상', '머리', '남자', '존재', '머리스타일', '찰떡', '얼굴', '눈', '매력', '송이', '역시', '선남선녀', '커플', '어요', '엉엉', '엉엉', '옹']"
남자친구 옆에 있으셔서 그런지 생각보다 더 사랑스러워요 여자가봐도 반할정도,"['남자친구', '옆', '생각', '더', '여자', '정도']"
저 진짜 기억나요 솔직히 말하면 연애초반쯤에 데이트 브이로그에 형권님 처음 나오셨을 때였나 그때 봤을땐 형권님 되게 시크해보이고 송이님이 더 좋아해보였는데 속으로만 생각하고 있었어요  근데 가면 갈수록 점점  요새는 형권님이 송이님 정말 많이 좋아하는게 확 느껴져요 진짜 보기 좋아요,"['저', '진짜', '말', '연애', '초반', '데이트', '브이', '로그', '형권', '처음', '때', '그때', '땐', '형권', '시크', '송이', '더', '속', '생각', '가면', '갈수록', '점점', '요새', '형권', '송이', '정말', '확', '진짜', '보기']"
아니 클럽에서 많이들 만나네요근데 첫맘남썰 진짜개그다 너무웃겨아 매크로진짜아이과세요,"['클럽', '맘남', '진짜', '개그', '매크로', '진짜', '과세']"
🤍질문 타임라인🤍2:07 첫 만남 썰 (ex 첫눈에 반했는지)8:03 서로의 장단점 말하기13:21 서로가 서로의 이상형인지15:47 얼마나 자주 만나고 데이트는 어디서16:30 데이트 비용은 어떻게 부담하세요17:36 중간에 헤어졌던 적 있어요19:03 어떻게 싸우고 어떻게 화해하세요19:52 Love 결혼 생각 있어요21:21 커플 유튜브 할 생각 없어요23:48 몸이 근질근질한 형권 님24:39 즐거운 감상이셨습니까()언니의 마지막 대답에 동감해요 ◡̈늘 올리던 대로 올려주셨으면 해요 제가 가장 좋아하는 송언니 커플 앞으로도 지금처럼 예쁘게 만나시길 바라요,"['질문', '타임', '라인', '첫', '만남', '눈', '서로', '장단점', '말', '서로', '서로', '이상형', '얼마나', '자주', '데이트', '데이트', '비용', '부담', '중간', '적', '화해', '결혼', '생각', '커플', '유튜브', '생각', '몸', '질', '질', '형', '감상', '셨습', '언니', '마지막', '대답', '동감', '늘', '대로', '해', '제', '가장', '송언', '커플', '앞', '지금']"
솔직히 송이 언니 착한거 영상만 봐도 다 느껴짐  천사  ,"['송이', '언니', '영상', '천사']"
14:38 진짜 너무 웃겨 ,['진짜']
아;;; 웃음포인트가 너무 많아서 배아파,"['웃음', '포인트', '배아', '파']"
初対面が最悪でわろたwww,[]
아니 내가 왜 흐뭇한 표정으로 끝까지 보는뎈,"['내', '왜', '표정', '끝', '보는뎈']"
형권님이 송이님을 되게 좋아하시는거같아요 진짜 꿀떨어지는게 보이네요 ,"['형권', '송이', '진짜', '꿀']"
둘이 티키타카 죽인다  티격태격하는게 너무 귀여워요 ♥️♥️,"['둘', '티키타카', '티격태격']"
송이언니가 연상이었어 동갑아이고 진짜로 몇살 연상연합니까,"['송이', '연상', '동갑', '진짜', '살', '연상', '연합']"
원브랜든가 원미닛인가 ,"['브랜든', '원미닛']"
日本人の名前出てきてなんか嬉しかった！,[]
15:27 여기가 젤 웃겨 ,"['여기', '젤']"
둘이 진짜 웃곀무슨 콩트 보는거 같아옄,"['둘', '진짜', '웃곀', '무슨', '콩트', '같아옄']"
와아 진짜 왠만하면 스킵하고보는데  언니껀 한번도 안해 진짜 어쩜 이렇게 재미써  둘이 영상 많이 찍어줘요 너무너무 예쁘구  예쁜 사랑 오래해요,"['진짜', '스킵', '언니', '껀', '한번', '안해', '진짜', '어쩜', '재미', '둘', '영상', '사랑', '해']"
뭐지 유치한데 중독성있어 심지어 귀엽기까지해 뭐지 이 커플 ♡,"['뭐', '중독', '심지어', '해', '뭐', '이', '커플']"
12:57 킬포임개웃겨,"['킬포', '임개']"
남친분 뱀파이어분장하는 영상찍어주심안되나요좀 퇴폐미있는 아이돌메컵이나이미지가 밤을걷는선비에서 나오는이수혁씨 느낌,"['남친', '뱀파이어', '영상', '주심', '좀', '퇴폐', '아이돌', '메컵', '이미지', '밤', '선비', '이수혁', '느낌']"
둘이 티키타카가 잘되고 귀여운 커플인듯연인이자 절친인 느낌이야오늘 처음봣지만 넘 재밋어서 끝까지 봣어요오오,"['둘', '티키타카', '커플', '듯', '연인', '이자', '절친', '느낌', '오늘', '처음봣', '재밋어', '끝', '봣', '오오']"
넘무 잘어울려 이 커플 진짜 사랑스럽다 근데 초딩 때 들어본 내일 설사하고 3대가 멸한다를 요러케 귀엽게 티키타카로 자주 하나봐융,"['무', '이', '커플', '진짜', '초딩', '때', '내일', '설사', '대가', '멸한다', '요러케', '티키타카', '자주', '하나', '융']"
18:55 중독성 강하다 계속 돌려보게됨  헤어져헤어져헤어져 차단할게,"['중독', '계속', '차단']"
형권님이랑 있을 때 아름송이님이 더 러블리해지는 것 같아요 둘이 있을 때 케미가 장난아니에요,"['형권', '때', '아름', '송이', '더', '러블리해', '것', '둘', '때', '케미', '장난']"
아 큐앤에이까지웃기면어떡하냐고욬,"['큐앤', '에이', '웃기', '욬']"
이렇게 웃긴 큐앤에이는 처음 봐  넘 죠타 ,"['큐앤', '에이', '처음', '죠타']"
혹시 아름송이님 남자친구분 이마트 데이즈모델인가요 저 어제 이마트갔다가 화보에 남자친구닮은 분이,"['혹시', '아름', '송이', '남자친구', '이마트', '데이즈', '모델', '저', '어제', '이마트', '화보', '남자친구', '분']"
송이를 웃겨주는게 가장 큰 임무라니  그냥 툭 하는 말인데도 사랑스러움이 묻어나네요 오래오래 예쁘게 만나세용,"['송이', '가장', '임무', '그냥', '툭', '움', '오래오래']"
형권님 너무 웃겨 맨첨에 봤을때 되게 시크 모델 냄새 풀풀이여서 이런스타일이라곤 생각도 못했는데 말 너무 잘하셔 ,"['형권', '맨첨', '때', '시크', '모델', '냄새', '여서', '스타일', '생각', '말']"
아 한아름송이님 웃는거  개웃기네 첫만남썰풀때,"['한아름송이', '기네', '만남', '풀때']"
7:02 난 여기가 존내 웃긴뎈 얘기하다가 송이 언니 애교 떠니까  아 시바 ; ,"['난', '여기', '존내', '웃긴뎈', '얘기', '송이', '언니', '애교', '시바']"
아 개웃기네 남친분 매력 쩌네요,"['기네', '남친', '매력', '쩌네']"
21:17 왜 잘렸지🤔,['왜']
한아름송이 개이쁘다  개이뻐 인스타미녀 같애,"['한아름송이', '개', '개', '인스타', '미녀', '애']"
8:13  ここの言い合いめちゃくちゃ好き,[]
두분 진짜 티키타카 너무 잘맞고서로 너무 열정적으로 사랑하고 싸우고뒷끝없는 꽁냥꽁냥 친구같은 연인같아요❣️결혼 언눙하세욥 서로 이젠 없어선 안될존재인게 보여요 ,"['분', '진짜', '티키타카', '고서', '열정', '사랑', '끝', '꽁냥꽁', '친구', '연인', '결혼', '눙', '욥', '서로', '젠', '존재']"
12:13 퉤궈,['퉤궈']
18:55 여기 너무 웃겨       ,['여기']
둘보고 죽었던 연애세포가 스멀스멀이아니고 빛의 속도로,"['둘', '보고', '연애', '세포', '빛', '속도']"
형권님 지금도 혹시 기분나쁘신거아닌가요눈주위가 까만,"['형권', '지금', '혹시', '기분', '거', '눈', '주위']"
남친분 약간 김서형 배우님 닮으셨는데 넘나 둘다 매력있는것,"['남친', '약간', '김서형', '배우', '매력']"
8:30 에서 8:34왜 큐티뽀짝한 표정에서 갑자기 똥씹은 표정으로 돌변하셨어욬,"['왜', '큐티뽀짝', '표정', '갑자기', '똥', '표정', '돌변', '욬']"
뽀뽀사진 같은 커플미뿜뿜사진도 올려주세요 항상 잘 보고 있어요❤️❤️,"['뽀뽀', '사진', '커플', '뿜뿜', '사진', '항상', '보고']"
your boyfriend is so handsome and the two of you get along really well,[]
best couple<3,[]
오 주지훈느낌 딱 와요 바라던 이상형이랑 사귀는 기분은 어떨지넘 행복할 것 같아여두 분 오래오래 행복하세용❤️,"['오', '주지훈', '느낌', '이상형', '기분', '것', '분', '오래오래']"
わあ〜日本語字幕ありがとう,[]
아 커플 첫만남 중에 일케 웃기게 만난썰 첨들음 이게 그렇게 화낼일인가 개웃겨 ,"['커플', '만남', '중', '일케', '웃기', '만난', '이', '화낼', '일인', '개']"
큐앤에이 이렇게 재밌는 영상은 처음  연상연하가 이렇게 귀여울일인가,"['큐앤', '에이', '영상', '처음', '연상연하', '일인']"
맞춰주기 힘든 스타일이시네 남자친구분,"['스타일', '시', '남자친구']"
小松菜奈ちゃん出た〜❣️,[]
19:57 와 웃을때 그 월계수양복점에 나온 현우라는 배우분 닮았어요,"['웃', '때', '그', '월계수', '복점', '현우', '배우']"
字幕早い！！うれしい！！！2人とも本当に憧れのカップル❤️,[]
아 가만히 앉아서 얘기만 하는데 왤케 웃기지,"['얘기', '왤케', '웃기']"
So pretty lovely couple It’s important too that you both respect each other even when you are already so close to each other Wish you stay together for a long long time ♀️❤️♂️,[]
13:54 이런거 너무 좋으 ,[]
구독자도 아닌데 우연히 인스타 스토리타고와서 스킵안하고 다봤어요❤️ 이제 브이로그 보러 가야겠네욬,"['구독', '자도', '인스타', '스토리', '타고', '스킵', '안', '이제', '브이', '로그', '욬']"
20:26 개웃곀,['개웃곀']
둘이 티키타가 넘 웃곀 언니 지금처럼 해조요 넘 재미써여 ,"['둘', '티키', '타가', '웃곀', '언니', '지금', '해조', '재미']"
아 진짜 장점 예쁘다고 해줘야지 ,"['진짜', '장점']"
12:40 아 아름송따발총 너무 웃겨,"['아름', '송', '따발총']"
I’m curious about their age difference lol they are so cute,[]
이거 완죤 이쁘신데 이때하셧던 메이크업도 해주세여,"['거', '완죤', '데', '때', '셧던', '메이크업']"
아 진짜 너무 재밌어,['진짜']
6:10 단독방 아니고 단톡방 (오타마져 귀엽네요☺️),"['독방', '톡방', '타마']"
지금까지 봤던 커플 큐엔에이중에 제일 재밌었어요  보면서 너무 두분이 잘어울리고 잘맞다는게 많이 느껴졌던것 같아요커플 오래가시길 ,"['지금', '커플', '큐', '에이', '제일', '분', '커플']"
18:54 헤어져 헤어져 헤어져 차단할게 이거 왜 웃기짘노래 같앸,"['차단', '거', '왜', '웃기', '짘', '노래', '같앸']"
송이언니 단점 다말해놓구 없다고 하기있어욬,"['송이', '단점', '다말', '욬']"
갑자기 궁금해졌다 형권님 나이,"['갑자기', '형권', '나이']"
아 진짜 둘다 너무 귀여워요 이게 그렇게 화낼 일인가 이것도 너무 기엽고,"['진짜', '이', '화낼', '일인', '것', '기엽']"
공중에 분해,"['공중', '분해']"
아 남 연애사가 제일 재밌엌,"['남', '연애', '사가', '제일', '재밌엌']"
なんか韓国ドラマみたいな出会い♡♡♡♡,[]
두분다 디스하러 큐엔에이 한것같애욬아 웃곀,"['분다', '디스', '큐', '에이', '한것같애욬', '웃곀']"
相変わらず美男美女,[]
남자친구 뭔가 분위기랑 말투가 신혜성이랑 비슷함,"['남자친구', '뭔가', '분위기', '말투', '신혜성']"
둘 중에 누구냐라고 할 때 바로 대답했어야죸,"['둘', '중', '누구', '때', '바로', '대답', '죸']"
